x,y,f
60.851,-18.6013,-1131.91
-68.2724,59.559,-4066.24
52.2613,24.8036,1296.27
-39.6513,38.9874,-1545.9
33.8417,68.9678,2333.98
-50.2763,-8.75293,440.065
89.4847,83.2225,7447.14
-31.9499,46.4303,-1483.45
92.3709,1.41398,130.611
-5.51341,65.8219,-362.903
-89.4834,-61.0302,5461.19
-51.0895,11.1521,-569.757
-8.23764,98.373,-810.362
-31.0464,63.751,-1979.24
-92.4226,-35.496,3280.63
45.7828,-40.0818,-1835.06
41.9883,33.739,1416.64
4.59463,67.4884,310.084
72.4158,-82.7824,-5994.76
-93.0225,31.829,-2960.81
17.3758,-55.3496,-961.744
-67.3521,51.4326,-3464.09
14.9073,-50.6979,-755.769
8.68891,-41.0432,-356.62
95.1619,43.5912,4148.22
-46.7368,-22.6555,1058.85
75.1733,-53.6326,-4031.74
-72.9723,-54.3993,3969.64
-12.9042,-86.2795,1113.37
-18.8819,-94.9003,1791.9
-15.3187,-38.7612,593.772
-10.0982,57.2711,-578.333
-33.8569,85.5467,-2896.35
26.4515,-89.9646,-2379.7
-59.2755,-37.2211,2206.3
28.1213,62.978,1771.02
80.7159,-32.8053,-2647.91
13.0686,-2.91259,-38.0634
96.6803,-69.8874,-6756.74
-48.1082,-82.4084,3964.52
51.4366,-14.0145,-720.859
12.9678,-95.6282,-1240.09
-35.3742,73.3667,-2595.29
2.06971,-3.27795,-6.78441
-81.1861,72.6405,-5897.4
-13.3775,-46.2262,618.392
59.8355,83.7666,5012.21
-66.1377,41.092,-2717.73
-36.709,-2.93131,107.605
-81.4431,-1.077,87.7139
96.9317,60.161,5831.51
-20.3258,-30.9075,628.221
15.3393,-31.9147,-489.55
52.1144,-66.3188,-3456.16
-37.6822,-75.3616,2839.79
-50.4371,-11.3814,574.048
-8.34464,-27.1972,226.951
-65.1831,62.4978,-4073.8
50.0491,-22.962,-1149.23
-38.8175,78.1109,-3032.07
60.8511,28.3936,1727.78
58.2184,-12.5495,-730.614
4.52805,52.1657,236.209
92.2546,-10.9484,-1010.04
-64.6056,67.1809,-4340.26
99.6013,55.7107,5548.86
-94.1666,-47.0364,4429.26
-68.3997,70.4481,-4818.63
-61.2476,-32.3684,1982.49
-9.89386,-63.3952,627.223
-38.1477,-75.8837,2894.79
37.6741,89.9632,3389.28
88.2704,83.5933,7378.82
-51.1648,90.6893,-4640.1
44.3381,-66.7386,-2959.06
-78.3417,-62.731,4914.45
38.5797,4.74722,183.146
97.833,83.3727,8156.61
71.7773,25.7492,1848.21
-87.2319,-13.5729,1183.99
-12.455,26.7044,-332.604
-40.4162,-22.0412,890.824
-86.1157,-97.0897,8360.95
-31.6938,-42.1474,1335.81
-65.1801,58.216,-3794.52
86.2359,-76.268,-6577.04
3.30176,-61.4467,-202.883
-77.051,99.7134,-7683.02
18.1725,24.9746,453.85
82.8394,96.559,7998.89
96.653,74.7062,7220.58
25.4592,-41.9337,-1067.6
26.8964,-4.04211,-108.718
32.182,23.974,771.531
-59.6711,52.24,-3117.22
13.1036,-16.6799,-218.567
28.0429,-79.257,-2222.6
-88.5319,59.6638,-5282.15
41.6918,-19.6861,-820.749
-93.6844,89.6312,-8397.04
81.4969,45.3631,3696.95
23.6025,-4.32723,-102.134
-47.819,-29.4451,1408.03
92.4095,-79.3952,-7336.87
38.0898,-96.9904,-3694.35
11.3786,5.87634,66.8643
-0.135653,22.2107,-3.01294
-45.9166,-17.9361,823.564
80.1684,26.7221,2142.26
-83.7746,97.0596,-8131.13
-1.40769,13.8885,-19.5507
-6.70373,42.1651,-282.664
-80.6235,4.79936,-386.941
60.0119,-42.0111,-2521.17
-59.3335,76.171,-4519.49
-95.4621,86.4726,-8254.86
72.4114,-50.2126,-3635.96
12.0245,47.8293,575.125
93.7385,-69.4583,-6510.91
-83.3359,82.0023,-6833.73
-42.5103,54.0058,-2295.8
-33.5875,66.0248,-2217.61
-47.4783,-1.38859,65.9278
-53.0106,12.2625,-650.043
57.2331,-81.3559,-4656.25
40.7209,-12.8444,-523.035
45.0044,53.5695,2410.86
-4.45452,-3.77045,16.7955
-46.1312,-54.8357,2529.64
-73.7178,4.09669,-301.999
94.6721,-6.0036,-568.374
-67.5653,81.1684,-5484.17
78.4065,-84.5658,-6630.51
39.4727,-85.7415,-3384.45
-77.6586,48.196,-3742.83
99.5348,16.0902,1601.53
9.85995,52.629,518.919
60.2917,-89.1926,-5377.57
-25.6514,50.0489,-1283.82
-67.323,1.01112,-68.0719
-31.6417,-83.5364,2643.24
-35.3782,-97.7231,3457.26
72.7156,-14.3463,-1043.2
72.2445,38.3073,2767.49
25.0603,65.3409,1637.46
-16.1989,9.42808,-152.725
-31.2375,75.6569,-2363.33
-6.59325,38.8723,-256.295
96.1969,-32.9429,-3169
-38.9829,22.5985,-880.953
91.9515,48.7954,4486.81
-60.61,19.2558,-1167.1
53.0144,65.8962,3493.45
-21.1838,29.5182,-625.307
-83.805,-29.7636,2494.34
-20.4356,14.6415,-299.208
69.5693,-35.2645,-2453.33
-19.998,47.7011,-953.926
14.6602,9.06237,132.856
69.4068,-29.6439,-2057.49
-0.329159,2.95749,-0.973487
-18.8584,-18.4416,347.779
-85.0798,-42.4537,3611.95
99.0351,-4.97051,-492.255
76.2624,-42.0238,-3204.84
-4.85668,56.8789,-276.243
90.18,42.0618,3793.14
-31.5204,95.1089,-2997.87
43.0625,-87.1764,-3754.03
-39.4277,-0.363942,14.3494
88.4648,-70.1781,-6208.29
-89.8533,-59.6853,5362.92
85.2112,1.78452,152.061
-85.2187,-32.4013,2761.2
-11.756,-17.4107,204.68
55.8224,-11.7389,-655.294
25.2718,-15.3934,-389.02
72.5144,86.3535,6261.87
44.8654,-24.9167,-1117.9
26.429,39.0877,1033.05
87.1329,-10.5078,-915.576
-35.7578,35.9615,-1285.9
47.3625,-35.9508,-1702.72
42.3782,1.25324,53.1102
87.7008,17.0303,1493.57
-6.85257,-62.0704,425.342
-43.239,-75.2322,3252.97
-80.1163,-22.2089,1779.29
-93.298,73.1538,-6825.11
-91.8342,20.8429,-1914.09
22.7515,-54.8257,-1247.37
34.0527,-28.4649,-969.309
87.3223,-49.4464,-4317.77
99.4343,-95.6905,-9514.91
61.4639,-24.4523,-1502.93
-4.34841,47.1807,-205.161
20.2767,-39.194,-794.727
-8.811,-34.7069,305.803
-52.0344,84.0192,-4371.89
-67.41,-40.9893,2763.09
-45.5445,-26.6708,1214.71
70.3617,-85.5388,-6018.66
40.6583,-88.1912,-3585.71
5.49225,30.8333,169.344
59.5821,79.3035,4725.07
-90.8618,-92.4657,8401.59
-70.5056,-40.0332,2822.57
95.1093,-74.0365,-7041.56
18.9182,75.2457,1423.52
-14.0599,-11.4448,160.913
56.1965,-11.334,-636.931
-4.20772,-58.048,244.25
-47.4998,5.35465,-254.345
-33.7027,96.9518,-3267.54
-18.6342,70.7653,-1318.66
79.5788,79.7627,6347.42
-8.94887,-83.5711,747.867
14.0379,33.0308,463.684
36.4044,12.5546,457.043
90.3833,62.0931,5612.17
88.0623,40.7053,3584.6
-70.0249,-8.44962,591.684
34.8469,23.6822,825.253
-58.6383,-62.5719,3669.11
3.13537,-95.1375,-298.291
-44.3775,-75.0042,3328.5
-28.7735,73.5987,-2117.69
-70.3938,-63.4748,4468.23
-53.5646,90.6414,-4855.17
54.9751,-33.7032,-1852.84
-64.9689,-63.6435,4134.85
80.172,61.6205,4940.24
-26.0376,56.763,-1477.97
-4.2755,-17.3503,74.1812
57.8952,58.8737,3408.51
21.0182,-21.5345,-452.617
4.14399,39.9703,165.637
-90.84,-70.9762,6447.48
54.172,-64.7903,-3509.82
46.8478,91.0661,4266.24
77.7674,60.6499,4716.59
28.8325,54.9601,1584.64
18.3748,-68.1521,-1252.28
-75.7155,-77.5596,5872.46
93.2628,-9.3749,-874.33
44.7287,-84.1347,-3763.23
45.2372,-21.4136,-968.693
83.0683,-9.63409,-800.287
-32.4619,-93.8639,3047
3.53032,43.1986,152.505
-60.5448,4.44518,-269.133
80.7138,-27.9526,-2256.16
-30.6948,-91.0728,2795.46
59.6172,78.934,4705.82
22.4378,-34.4454,-772.88
-55.9883,-90.4788,5065.75
-18.6426,-24.6584,459.696
79.549,91.2775,7261.04
52.9307,-73.0752,-3867.92
-23.2767,34.7529,-808.932
-79.6826,-38.7518,3087.85
-34.3085,14.8092,-508.081
58.0386,-36.5479,-2121.19
-54.4373,93.0448,-5065.11
-95.0315,23.9855,-2279.37
-60.1212,52.0786,-3131.03
37.6624,-97.3139,-3665.08
87.5377,92.4024,8088.69
34.3977,29.8438,1026.56
-35.1321,29.238,-1027.19
23.7642,27.9581,664.401
-36.2905,-84.4424,3064.46
-95.7279,92.9917,-8901.9
33.1638,-92.5311,-3068.68
-80.4127,12.7243,-1023.2
-96.4304,46.4417,-4478.39
20.4165,-1.25442,-25.611
95.4968,57.4279,5484.18
-97.7849,-59.0122,5770.5
41.1329,-2.75263,-113.224
-55.0677,55.4215,-3051.93
68.0897,-97.8252,-6660.89
2.66468,40.272,107.312
48.3231,0.316198,15.2797
-41.7545,2.88655,-120.526
73.1297,-63.362,-4633.64
96.9085,-74.7517,-7244.07
-18.3367,-90.6836,1662.84
-60.3085,46.0066,-2774.59
-29.8213,68.5986,-2045.7
11.5673,-95.162,-1100.77
93.3077,46.8198,4368.65
27.529,51.3317,1413.11
-3.06239,92.4699,-283.179
6.55041,-75.7136,-495.955
67.0743,10.023,672.284
97.8897,-15.0206,-1470.36
-16.8309,20.2339,-340.555
-12.9627,11.7247,-151.984
-39.746,39.7301,-1579.11
90.3215,57.9848,5237.27
19.7171,77.8323,1534.62
-64.6182,40.3141,-2605.02
-67.6609,-55.6944,3768.33
-58.1519,99.7399,-5800.06
12.3137,-40.8784,-503.363
-0.3107,56.0564,-17.4167
92.9109,78.0327,7250.09
-49.0317,9.5934,-470.381
-49.1134,81.1745,-3986.76
-90.2462,-33.9768,3066.27
-45.619,-25.8491,1179.21
7.48768,69.4391,519.938
-46.8796,-48.1641,2257.91
9.2545,-19.1351,-177.085
99.6348,-10.1613,-1012.42
-55.9042,66.5966,-3723.03
-84.4508,53.4348,-4512.61
66.3641,0.70005,46.4581
-99.413,61.4663,-6110.55
92.8424,-47.0174,-4365.21
96.3133,82.9656,7990.69
50.0424,77.9665,3901.63
9.28012,-73.3713,-680.895
57.8805,-12.3687,-715.905
90.9852,39.795,3620.75
20.7356,68.6697,1423.9
-98.2044,8.45544,-830.361
45.5501,-82.7458,-3769.08
-47.67,-76.7795,3660.08
95.6037,-29.1707,-2788.83
-86.1203,-16.8957,1455.06
78.9153,18.5761,1465.94
9.15887,76.8406,703.773
-92.589,-41.008,3796.89
-83.2692,-10.357,862.423
-62.0304,54.4787,-3379.34
-31.6308,60.2006,-1904.19
-86.5778,75.4096,-6528.8
-88.3487,87.1859,-7702.76
-56.5427,21.0384,-1189.57
-56.278,-77.1722,4343.1
16.4425,-29.998,-493.242
-47.5736,-49.0865,2335.22
45.4067,-1.564,-71.0158
6.40507,-88.4932,-566.805
-29.5495,-82.4174,2435.39
52.805,-62.9432,-3323.72
30.5953,-86.7309,-2653.56
86.0415,-62.9843,-5419.27
72.6959,35.6417,2591.01
86.7154,-59.097,-5124.62
-29.3719,48.2386,-1416.86
29.8437,14.1797,423.173
10.2719,-75.8204,-778.821
-10.7177,47.4456,-508.505
-38.3419,90.4937,-3469.7
31.5224,-2.74197,-86.4335
65.5971,-56.4957,-3705.96
-76.7453,25.0675,-1923.81
-12.198,-36.9773,451.051
85.6656,29.7034,2544.56
-37.2091,67.1669,-2499.22
-64.9538,-56.4149,3664.36
-3.66372,-25.6459,93.9594
-88.7343,9.04555,-802.65
-93.0553,46.8701,-4361.51
57.3345,54.7686,3140.13
31.3149,-62.8823,-1969.15
-7.15592,-46.2901,331.248
-3.9718,80.0729,-318.033
45.4729,84.7227,3852.59
83.0783,-51.2367,-4256.66
-33.3113,-46.885,1561.8
56.2546,63.6972,3583.26
-42.5895,-6.41666,273.282
-41.1847,-86.9622,3581.51
30.0527,-51.2594,-1540.48
43.8013,-14.7414,-645.691
-20.267,-77.445,1569.58
-63.3496,-56.3872,3572.11
47.5605,-7.73029,-367.656
-92.2759,14.0566,-1297.09
-77.7923,94.2951,-7335.43
-93.2402,13.8508,-1291.45
57.0743,11.4179,651.665
-52.122,80.9706,-4220.35
-76.7609,8.80002,-675.498
52.9415,-24.1943,-1280.88
61.4592,-15.4806,-951.423
38.8105,-64.5663,-2505.85
-89.1974,30.9032,-2756.48
45.7932,-39.7892,-1822.08
-85.8438,-20.233,1736.88
-77.6313,54.0461,-4195.67
50.9998,90.414,4611.1
-87.3558,80.0566,-6993.41
44.6072,37.2261,1660.55
29.7959,6.90638,205.782
-24.8968,-49.4492,1231.13
28.3021,-7.7085,-218.167
55.4144,-64.3109,-3563.75
-79.0749,-82.055,6488.49
61.101,83.4815,5100.8
-51.1192,90.706,-4636.82
22.7878,22.7085,517.478
94.3368,6.1022,575.663
-4.24,47.743,-202.43
-69.3346,-37.1112,2573.09
34.1528,76.1128,2599.46
95.3626,26.4875,2525.92
95.7877,-92.5911,-8869.09
49.7705,-61.1717,-3044.55
42.4859,22.0756,937.899
-98.8842,-59.766,5909.91
71.0776,-35.2197,-2503.33
-34.7665,-97.1105,3376.19
-43.0812,86.2863,-3717.32
50.8545,-79.769,-4056.61
59.7616,-46.5125,-2779.66
-54.6822,-31.3009,1711.6
-37.4148,-55.603,2080.38
-64.1165,-39.1241,2508.5
26.8189,95.4005,2558.53
-78.7185,87.1309,-6858.82
91.7917,-11.5371,-1059.01
64.4887,91.946,5929.48
23.6137,-78.9274,-1863.77
74.2262,-51.436,-3817.9
7.58591,10.5489,80.023
-89.8568,-44.2098,3972.55
19.2632,4.38969,84.5593
32.6748,-89.395,-2920.96
45.6419,-21.3051,-972.407
-28.5365,-30.8697,880.915
80.9744,35.4284,2868.79
61.0073,42.0164,2563.3
51.4031,-73.6504,-3785.86
41.9274,8.35433,350.275
-19.4886,61.178,-1192.27
64.4065,26.5353,1709.05
-57.1853,-86.3824,4939.8
-19.3262,-23.1195,446.811
89.2351,7.71543,688.487
-21.7955,96.3979,-2101.04
66.8391,66.2455,4427.79
79.6431,-53.5686,-4266.37
-85.9705,14.0121,-1204.63
32.9529,-91.5144,-3015.66
78.6021,16.6852,1311.49
-51.9182,-77.7031,4034.2
9.09279,34.4253,313.022
65.8646,-96.3976,-6349.19
30.373,-82.6735,-2511.04
78.5416,-36.3425,-2854.4
-47.7574,23.2898,-1112.26
-63.9671,-57.6984,3690.8
61.3082,3.26099,199.925
6.04978,57.3666,347.055
19.8345,-32.7146,-648.878
92.3884,30.2688,2796.49
0.876265,-76.8168,-67.312
29.7958,-33.6605,-1002.94
85.2799,-34.2958,-2924.74
-88.7067,-87.5653,7767.62
71.4478,-60.1568,-4298.07
-98.9885,33.9747,-3363.11
-7.88354,-32.8482,258.96
72.261,89.0556,6435.25
-86.8516,31.4836,-2734.4
14.2573,-32.3076,-460.618
84.8477,-2.48423,-210.782
-61.5212,-51.5922,3174.01
77.5872,-1.01646,-78.8642
-30.4749,-25.6165,780.659
72.5685,48.508,3520.15
-72.9508,46.221,-3371.86
58.7459,76.0804,4469.41
-78.235,36.3369,-2842.82
73.2684,64.5781,4731.53
-16.9065,-61.4285,1038.54
-45.3648,78.1899,-3547.07
51.6742,36.1364,1867.32
98.4867,-82.7096,-8145.8
-28.6712,-22.9408,657.74
86.9997,-22.4699,-1954.88
-87.1833,-92.8673,8096.48
39.9742,25.4067,1015.61
62.8731,17.8026,1119.3
93.5488,-75.3981,-7053.4
64.0086,-49.9678,-3198.37
19.9843,-71.8091,-1435.05
8.19033,98.1168,803.609
-60.6639,64.194,-3894.26
43.0201,-62.1974,-2675.74
9.51284,-18.2077,-173.206
-2.4025,-44.4086,106.692
89.4218,43.9772,3932.52
85.7834,-7.93761,-680.915
-13.2715,88.9399,-1180.37
-92.2147,87.1052,-8032.38
-77.3428,76.08,-5884.24
-57.0437,-41.3563,2359.12
61.371,73.9703,4539.63
-59.373,-15.1302,898.325
-66.8025,9.65303,-644.846
-30.7547,-77.5828,2386.03
60.4428,-22.6804,-1370.87
98.2101,-31.6596,-3109.29
90.6778,-1.63903,-148.624
-39.2683,-17.1612,673.893
89.6273,-17.4888,-1567.48
24.3031,34.0437,827.367
60.101,65.5309,3938.47
22.828,-6.51202,-148.656
56.9007,18.7507,1066.93
-38.0074,-30.9833,1177.59
37.175,-91.9826,-3419.46
72.9857,-67.7142,-4942.17
28.0102,13.254,371.247
34.767,-47.0823,-1636.91
-78.1945,-96.7744,7567.23
34.1746,94.7731,3238.83
-9.28,-1.47983,13.7329
-4.39933,-96.5567,424.785
0.0594647,-83.7216,-4.97848
-43.6095,78.5944,-3427.46
14.5883,-14.1489,-206.407
-81.389,-8.87478,722.31
-29.1592,99.3843,-2897.96
48.4834,-39.9344,-1936.15
-73.046,-28.167,2057.48
-2.08475,72.7995,-151.769
84.5693,-5.86393,-495.908
50.6065,45.2022,2287.53
-82.6326,78.6093,-6495.69
59.7082,-87.5512,-5227.53
74.3971,16.2164,1206.45
0.0877186,-70.7895,-6.20956
81.3182,99.2357,8069.67
57.7132,-10.0149,-577.99
-46.5665,-20.0878,935.418
94.9862,-52.1995,-4958.23
-65.0135,-59.142,3845.03
-87.4799,18.0061,-1575.17
51.1722,48.8262,2498.54
-93.2741,-60.3836,5632.22
84.8266,69.3106,5879.38
-88.7403,56.3372,-4999.38
9.18607,12.3719,113.649
-70.6392,75.0598,-5302.17
-52.0687,-4.27598,222.645
-7.80374,38.1802,-297.948
34.981,97.5615,3412.8
85.3346,-38.9039,-3319.85
85.3046,85.5708,7299.58
-66.8931,60.0547,-4017.24
97.7558,21.0858,2061.26
49.7978,-53.1103,-2644.78
11.3367,64.8972,735.719
58.3411,-78.7869,-4596.52
-43.5095,-97.6158,4247.22
90.3544,24.0947,2177.06
-72.879,44.7691,-3262.73
-65.9763,-73.4514,4846.05
62.0178,48.3362,2997.71
-2.33283,68.3462,-159.44
43.1695,73.3568,3166.78
45.5682,40.8542,1861.65
-88.7862,-96.9355,8606.53
90.0977,32.5242,2930.35
-71.4985,0.863977,-61.7731
34.6683,-69.5617,-2411.59
-1.60942,67.9794,-109.407
-60.4844,24.6043,-1488.18
93.6551,15.647,1465.42
-58.8727,-40.8298,2403.76
89.9203,-35.0835,-3154.72
51.1266,98.4675,5034.3
-52.8746,68.2322,-3607.75
-34.5898,64.2964,-2224
-9.32883,-39.8449,371.706
75.2029,-30.3269,-2280.67
77.7311,-95.8472,-7450.31
-71.404,-88.668,6331.25
-20.0923,-5.39024,108.302
-85.4296,20.6885,-1767.41
65.381,-58.3939,-3817.85
-63.8654,-27.5739,1761.02
33.7622,26.3503,889.644
44.9732,-54.6785,-2459.06
-50.673,-21.805,1104.92
7.15594,18.5247,132.562
-67.8888,85.1234,-5778.93
66.5051,-52.498,-3491.39
61.9603,37.4868,2322.69
15.8928,21.6479,344.047
-30.4447,-66.8185,2034.27
93.7157,-14.4319,-1352.5
33.7161,-85.0957,-2869.1
42.2214,73.7879,3115.43
32.3772,-86.1715,-2789.99
21.2572,-32.6159,-693.324
20.4562,52.7937,1079.96
76.6064,80.069,6133.8
-0.917119,-54.3961,49.8877
-51.0815,-28.3741,1449.39
49.8834,-27.1847,-1356.07
28.187,8.5612,241.315
-44.6911,-48.0386,2146.9
-59.8333,-16.2893,974.642
-35.0313,71.3569,-2499.72
50.8361,-26.4562,-1344.93
78.5633,54.1878,4257.17
2.42731,-29.9218,-72.6296
65.4136,50.7237,3318.02
40.3963,-35.7481,-1444.09
78.986,-10.68,-843.567
-32.662,-74.7293,2440.81
-75.9581,-55.0779,4183.61
70.9607,-23.4971,-1667.37
-94.7867,53.7261,-5092.52
-65.6232,39.8269,-2613.57
-26.4525,-93.5717,2475.2
26.0293,2.70953,70.5273
15.4598,73.4286,1135.19
97.8542,41.7141,4081.9
95.3589,14.1415,1348.51
51.7968,-13.3046,-689.135
35.6881,-57.204,-2041.5
73.6095,-38.0236,-2798.9
60.29,57.8739,3489.22
-80.3866,-47.2321,3796.83
89.5702,-13.0542,-1169.27
30.1205,-6.58624,-198.381
-38.5421,-92.6844,3572.25
4.73157,-66.6073,-315.157
-26.4175,-97.8123,2583.96
-87.0988,69.56,-6058.59
7.07965,79.6244,563.713
85.4857,-83.8739,-7170.02
-94.2662,-50.3092,4742.45
-80.1157,72.4813,-5806.89
70.7103,55.2182,3904.5
-45.1307,4.69957,-212.095
73.2641,-13.786,-1010.02
-1.45257,78.5565,-114.109
-80.814,51.1607,-4134.5
81.1751,81.5806,6622.31
36.9166,63.2718,2335.78
16.3318,92.7798,1515.26
52.7125,17.8075,938.679
-2.57089,31.0516,-79.8305
-24.817,-34.8376,864.564
84.731,-66.6228,-5645.01
23.8008,-0.0945384,-2.25009
12.7962,78.3949,1003.16
-57.4929,47.1679,-2711.82
-59.5624,-17.9729,1070.51
15.7791,-28.8612,-455.405
-39.1235,-45.8235,1792.77
-4.87595,3.87581,-18.8983
14.8418,-43.8323,-650.551
70.7339,85.7592,6066.08
-29.428,97.0074,-2854.74
-25.7339,84.1576,-2165.71
97.118,-37.0012,-3593.49
-33.9746,41.3457,-1404.7
35.7686,87.3194,3123.29
-61.4011,-63.0452,3871.05
81.8679,-14.4479,-1182.82
13.7359,-28.4702,-391.065
-5.93164,7.48054,-44.3718
29.3123,90.2266,2644.75
74.6132,34.4637,2571.44
-89.7089,-81.2479,7288.67
8.75424,58.1126,508.731
30.9118,-96.8079,-2992.5
33.4483,-23.867,-798.309
-76.0122,9.4534,-718.574
-91.05,-89.1551,8117.57
-63.3709,63.2404,-4007.61
-97.3926,-20.9138,2036.85
-23.7334,-90.1388,2139.3
87.8104,93.4144,8202.75
20.8457,-11.141,-232.243
-73.9614,9.17747,-678.778
90.0301,-24.8359,-2235.98
-28.9462,6.02649,-174.444
90.1242,48.9544,4411.97
-85.3742,2.44592,-208.819
13.7428,-82.1284,-1128.68
-66.2576,-94.9273,6289.66
73.4076,97.3887,7149.07
-97.7148,43.0062,-4202.34
77.8009,54.0421,4204.52
-76.051,-96.5904,7345.8
-46.42,69.9176,-3245.58
-97.2548,39.4879,-3840.39
98.0175,-51.4814,-5046.08
-52.4138,-17.938,940.198
35.7448,-58.6462,-2096.3
84.8125,88.4164,7498.81
88.5777,12.3283,1092.01
-33.2426,93.6413,-3112.88
24.479,77.0437,1885.95
52.1477,36.1898,1887.21
13.8635,-63.4186,-879.203
32.0868,-42.4142,-1360.94
-23.3702,-65.756,1536.73
56.708,47.426,2689.44
67.6074,35.0331,2368.5
62.3804,-99.1425,-6184.55
73.3904,62.8974,4616.06
34.9427,-56.4376,-1972.08
50.3143,20.1372,1013.19
9.78292,87.0325,851.432
-13.5413,30.6484,-415.02
41.9889,70.0414,2940.96
-33.2507,18.0212,-599.217
65.3105,52.5232,3430.32
72.4884,-33.8558,-2454.15
47.989,86.7293,4162.05
79.324,9.69099,768.728
-12.6257,-94.45,1192.5
-26.2789,-9.90177,260.207
-59.927,42.585,-2551.99
13.5681,-91.5535,-1242.21
-2.66032,52.3077,-139.155
-73.9342,40.7185,-3010.49
-70.5391,-13.6454,962.534
23.764,-92.0258,-2186.9
33.1202,-33.8261,-1120.33
20.5012,-6.27052,-128.553
34.2375,-11.8229,-404.788
-86.4299,5.93754,-513.18
65.9574,38.1055,2513.34
-58.5942,-80.4267,4712.54
64.0944,-14.2714,-914.718
64.297,-36.9311,-2374.56
-92.8387,-34.6683,3218.56
-34.1222,7.77093,-265.161
34.1781,84.4783,2887.31
-56.888,84.4192,-4802.44
-6.62191,28.1286,-186.265
-85.3644,-82.7119,7060.65
-15.1608,-28.2766,428.696
38.0364,95.6034,3636.41
-33.4717,53.7073,-1797.67
60.8826,-99.5469,-6060.67
-96.4521,23.7841,-2294.03
46.663,-93.3835,-4357.55
7.29292,-74.7854,-545.404
61.0222,-90.1776,-5502.84
-36.8319,22.6519,-834.315
-41.9277,42.2669,-1772.15
8.09973,96.9739,785.462
44.6263,26.1069,1165.06
-29.8777,70.2467,-2098.81
-66.0581,63.3217,-4182.91
82.7744,-39.5878,-3276.86
78.9627,-4.00375,-316.147
35.5691,-99.9029,-3553.45
68.3987,-28.2521,-1932.41
-53.7188,-65.0556,3494.71
-42.1275,66.2912,-2792.69
-66.9606,-63.1696,4229.87
-25.7933,88.2435,-2276.09
-46.903,-57.4884,2696.38
-27.202,71.4709,-1944.15
64.4404,-34.6492,-2232.81
-76.0136,1.92748,-146.515
98.0495,-32.6429,-3200.62
-33.4188,-4.1288,137.979
36.3585,32.2047,1170.91
-84.0895,38.9648,-3276.53
66.8245,-67.1756,-4488.98
-51.5865,-14.3719,741.398
-29.7205,65.375,-1942.98
-7.57026,59.8091,-452.77
-59.896,-13.2287,792.344
5.13788,-26.9265,-138.345
-57.7165,65.8722,-3801.91
46.6356,-10.9193,-509.23
-12.8,93.0109,-1190.54
-12.0808,-68.6432,829.267
70.8558,-58.6472,-4155.49
-76.673,-53.6314,4112.08
-51.4235,-58.4027,3003.27
-12.2041,37.8401,-461.804
-37.286,7.54952,-281.492
98.8682,98.7743,9765.64
62.7995,-96.1893,-6040.64
-62.0481,22.1298,-1373.11
-73.2926,31.4175,-2302.67
29.2497,83.7022,2448.26
-14.3925,63.0003,-906.735
19.1502,-71.9288,-1377.45
-86.5395,93.5878,-8099.04
-91.6996,58.4052,-5355.74
36.6933,-24.3061,-891.869
39.7441,-20.0128,-795.392
-70.9106,-29.8468,2116.45
-53.6284,91.009,-4880.67
62.765,42.0019,2636.25
24.4998,-19.5769,-479.63
16.347,-26.6098,-434.99
-41.3185,-19.5758,808.841
77.3646,-42.7235,-3305.29
40.2151,-2.44856,-98.4689
30.6875,-23.8998,-733.425
-22.1875,-18.5834,412.318
28.6753,39.3582,1128.61
-58.9931,-43.1003,2542.62
58.8035,-75.259,-4425.49
93.3787,40.9454,3823.42
-50.5738,-96.0088,4855.53
-0.0707046,37.3272,-2.63921
-6.15167,52.3747,-322.192
-60.2057,-23.3974,1408.66
52.6506,-13.6142,-716.794
-8.61614,-35.0574,302.059
86.9481,66.2284,5758.43
45.314,49.796,2256.45
-50.0727,-17.2874,865.627
72.3172,79.0322,5715.39
12.8015,-82.3924,-1054.75
97.8292,-69.503,-6799.42
-52.4503,86.7654,-4550.87
49.1442,-22.963,-1128.5
55.698,45.1803,2516.45
-80.2388,-66.8449,5363.56
94.0451,-31.4684,-2959.45
78.6126,-38.0231,-2989.1
35.3305,-26.9807,-953.239
27.2105,-69.7238,-1897.22
77.6938,-30.5799,-2375.87
-90.1287,-0.817572,73.6867
89.3724,41.4417,3703.75
-53.8313,-75.008,4037.78
19.0774,-82.8348,-1580.27
-48.0104,-72.0978,3461.44
-81.2231,-29.1496,2367.62
-38.4582,51.6953,-1988.11
12.6569,-84.7214,-1072.31
-38.8364,26.5548,-1031.29
-25.7902,36.5835,-943.495
-1.66556,2.26188,-3.76729
-14.3157,-68.9693,987.347
-84.8015,94.2255,-7990.46
99.1334,-71.7551,-7113.32
96.2832,-61.9933,-5968.91
-27.612,22.2324,-613.882
92.6902,95.0964,8814.51
-54.3392,22.1289,-1202.46
86.842,-92.3089,-8016.29
28.5059,62.6031,1784.56
-81.1764,86.309,-7006.25
20.0426,-36.1209,-723.957
98.4915,-43.0019,-4235.32
72.8594,-42.9798,-3131.48
4.20549,61.0631,256.8
36.7912,34.9124,1284.47
-55.1176,77.215,-4255.91
-8.302,78.5072,-651.767
-85.4616,-1.51943,129.853
-35.6965,-84.1208,3002.82
-67.7422,-11.3222,766.989
58.4913,88.7527,5191.27
-19.0548,-94.754,1805.52
-75.2069,49.2959,-3707.39
